LeaveID,EmployeeLeave,TypeLeave,DayLeave,StartDateLeave,EndDateLeave
,KHC11990,Annual,1,"Thursday, 19 January 2023","Thursday, 19 January 2023"
,KHC11990,Annual,1,"Thursday, 2 February 2023","Thursday, 2 February 2023"
,KHC11990,Annual,1,"Thursday, 8 June 2023","Thursday, 8 June 2023"
,KHC11990,Annual,1,"Friday, 13 October 2023","Friday, 13 October 2023"
,KHC11990,Annual,1,"Monday, 12 June 2023","Monday, 12 June 2023"
,KHC11990,Annual,1,"Wednesday, 1 February 2023","Wednesday, 1 February 2023"
,KHC11990,Annual,1,"Thursday, 26 January 2023","Thursday, 26 January 2023"
,KHC11990,Annual,1,"Friday, 6 October 2023","Friday, 6 October 2023"
,KHC11990,Annual,1,"Friday, 12 May 2023","Friday, 12 May 2023"
,KHC11990,Annual,1,"Monday, 6 March 2023","Monday, 6 March 2023"
,KHC11990,Sick,3,"Thursday, 9 March 2023","Monday, 13 March 2023"
,KHC11990,Sick,5,"Tuesday, 19 September 2023","Monday, 25 September 2023"
,KHC11990,Public Holiday,1,"Friday, 24 February 2023","Friday, 24 February 2023"
,KHC11990,Public Holiday,1,"Monday, 3 July 2023","Monday, 3 July 2023"
,KHC11990,Public Holiday,1,"Tuesday, 4 July 2023","Tuesday, 4 July 2023"
,KHC11990,Public Holiday,1,"Wednesday, 5 July 2023","Wednesday, 5 July 2023"
,KHC11990,Public Holiday,1,"Friday, 1 December 2023","Friday, 1 December 2023"
,KHC11990,Public Holiday,1,"Tuesday, 5 December 2023","Tuesday, 5 December 2023"
,KHC11990,Public Holiday,1,"Wednesday, 6 December 2023","Wednesday, 6 December 2023"
,KHC11990,Public Holiday,1,"Thursday, 7 December 2023","Thursday, 7 December 2023"
,KHC11990,Public Holiday,1,"Friday, 8 December 2023","Friday, 8 December 2023"
,KHC21990,Annual,1,"Thursday, 25 April 2024","Thursday, 25 April 2024"
,KHC21990,Annual,1,"Tuesday, 16 January 2024","Tuesday, 16 January 2024"
,KHC21990,Annual,1,"Thursday, 14 March 2024","Thursday, 14 March 2024"
,KHC21990,Annual,1,"Monday, 29 April 2024","Monday, 29 April 2024"
,KHC21990,Annual,1,"Thursday, 11 April 2024","Thursday, 11 April 2024"
,KHC21990,Public Holiday,1,"Monday, 26 February 2024","Monday, 26 February 2024"
,KHC21990,Unpaid,1,"Thursday, 11 January 2024","Thursday, 11 January 2024"
,KMC11984,Annual,1,"Monday, 29 April 2024","Monday, 29 April 2024"
,KMC11984,Annual,1,"Tuesday, 14 May 2024","Tuesday, 14 May 2024"
,KMC11984,Annual,1,"Monday, 20 May 2024","Monday, 20 May 2024"
,KMC11984,Annual,1,"Monday, 22 January 2024","Monday, 22 January 2024"
,KMC11984,Annual,1,"Friday, 15 March 2024","Friday, 15 March 2024"
,KMC11984,Sick,4,"Tuesday, 30 April 2024","Friday, 3 May 2024"
,KMC11984,Public Holiday,1,"Monday, 26 February 2024","Monday, 26 February 2024"
,KMC11984,Unpaid,3,"Thursday, 9 May 2024","Monday, 13 May 2024"
,KMM11997,Annual,1,"Wednesday, 14 February 2024","Wednesday, 14 February 2024"
,KMM11997,Annual,1,"Tuesday, 13 February 2024","Tuesday, 13 February 2024"
,KMM11997,Annual,1,"Tuesday, 19 March 2024","Tuesday, 19 March 2024"
,KMM11997,Annual,1,"Tuesday, 23 April 2024","Tuesday, 23 April 2024"
,KMM11997,Annual,1,"Wednesday, 21 February 2024","Wednesday, 21 February 2024"
,KMM11997,Sick,2,"Friday, 15 March 2024","Monday, 18 March 2024"
,KMM11997,Public Holiday,1,"Monday, 26 February 2024","Monday, 26 February 2024"
,KMM11997,Unpaid,1,"Thursday, 25 January 2024","Thursday, 25 January 2024"
,KMM11997,Unpaid,3,"Thursday, 15 February 2024","Monday, 19 February 2024"
,KMM21997,Annual,1,"Friday, 3 November 2023","Friday, 3 November 2023"
,KMM21997,Annual,1,"Monday, 11 September 2023","Monday, 11 September 2023"
,KMM21997,Annual,1,"Thursday, 11 May 2023","Thursday, 11 May 2023"
,KMM21997,Annual,1,"Tuesday, 22 August 2023","Tuesday, 22 August 2023"
,KMM21997,Annual,1,"Wednesday, 27 September 2023","Wednesday, 27 September 2023"
,KMM21997,Annual,1,"Monday, 27 February 2023","Monday, 27 February 2023"
,KMM21997,Annual,1,"Tuesday, 19 December 2023","Tuesday, 19 December 2023"
,KMM21997,Annual,1,"Thursday, 2 November 2023","Thursday, 2 November 2023"
,KMM21997,Annual,1,"Wednesday, 9 August 2023","Wednesday, 9 August 2023"
,KMM21997,Annual,1,"Thursday, 21 September 2023","Thursday, 21 September 2023"
,KMM21997,Annual,1,"Tuesday, 14 March 2023","Tuesday, 14 March 2023"
,KMM21997,Sick,4,"Tuesday, 7 February 2023","Friday, 10 February 2023"
,KMM21997,Public Holiday,1,"Friday, 24 February 2023","Friday, 24 February 2023"
,KMM21997,Public Holiday,1,"Monday, 3 July 2023","Monday, 3 July 2023"
,KMM21997,Public Holiday,1,"Tuesday, 4 July 2023","Tuesday, 4 July 2023"
,KMM21997,Public Holiday,1,"Wednesday, 5 July 2023","Wednesday, 5 July 2023"
,KMM21997,Public Holiday,1,"Friday, 1 December 2023","Friday, 1 December 2023"
,KMM21997,Public Holiday,1,"Monday, 4 December 2023","Monday, 4 December 2023"
,KMM21997,Public Holiday,1,"Tuesday, 5 December 2023","Tuesday, 5 December 2023"
,KMM21997,Public Holiday,1,"Wednesday, 6 December 2023","Wednesday, 6 December 2023"
,KMM21997,Public Holiday,1,"Thursday, 7 December 2023","Thursday, 7 December 2023"
,KMM21997,Public Holiday,1,"Friday, 8 December 2023","Friday, 8 December 2023"
,KMM21997,Unpaid,1,"Monday, 1 May 2023","Monday, 1 May 2023"
,KMM31997,Annual,1,"Monday, 1 January 2024","Monday, 1 January 2024"
,KMM31997,Annual,1,"Thursday, 1 February 2024","Thursday, 1 February 2024"
,KMM31997,Annual,1,"Thursday, 29 February 2024","Thursday, 29 February 2024"
,KMM31997,Annual,1,"Tuesday, 7 May 2024","Tuesday, 7 May 2024"
,KMM31997,Annual,1,"Friday, 19 April 2024","Friday, 19 April 2024"
,KMM31997,Sick,4,"Thursday, 8 February 2024","Tuesday, 13 February 2024"
,KMM31997,Sick,3,"Friday, 22 March 2024","Tuesday, 26 March 2024"
,KMM31997,Public Holiday,1,"Monday, 26 February 2024","Monday, 26 February 2024"
,KMM31997,Unpaid,1,"Thursday, 7 March 2024","Thursday, 7 March 2024"
,LHH11995,Annual,1,"Thursday, 11 April 2024","Thursday, 11 April 2024"
,LHH11995,Annual,1,"Monday, 15 April 2024","Monday, 15 April 2024"
,LHH11995,Annual,1,"Wednesday, 6 March 2024","Wednesday, 6 March 2024"
,LHH11995,Sick,3,"Friday, 10 May 2024","Tuesday, 14 May 2024"
,LHH11995,Sick,2,"Wednesday, 29 May 2024","Thursday, 30 May 2024"
,LHH11995,Public Holiday,1,"Monday, 26 February 2024","Monday, 26 February 2024"
,LHH11995,Unpaid,3,"Wednesday, 17 January 2024","Friday, 19 January 2024"
,LMB11988,Annual,1,"Thursday, 25 May 2023","Thursday, 25 May 2023"
,LMB11988,Annual,1,"Friday, 31 March 2023","Friday, 31 March 2023"
,LMB11988,Annual,1,"Tuesday, 30 May 2023","Tuesday, 30 May 2023"
,LMB11988,Annual,1,"Wednesday, 24 May 2023","Wednesday, 24 May 2023"
,LMB11988,Annual,1,"Tuesday, 25 April 2023","Tuesday, 25 April 2023"
,LMB11988,Annual,1,"Thursday, 4 May 2023","Thursday, 4 May 2023"
,LMB11988,Annual,1,"Wednesday, 28 June 2023","Wednesday, 28 June 2023"
,LMB11988,Annual,1,"Monday, 17 July 2023","Monday, 17 July 2023"
,LMB11988,Annual,1,"Monday, 16 October 2023","Monday, 16 October 2023"
,LMB11988,Annual,1,"Monday, 6 November 2023","Monday, 6 November 2023"
,LMB11988,Sick,2,"Friday, 27 January 2023","Monday, 30 January 2023"
,LMB11988,Sick,4,"Wednesday, 9 August 2023","Monday, 14 August 2023"
,LMB11988,Public Holiday,1,"Friday, 24 February 2023","Friday, 24 February 2023"
,LMB11988,Public Holiday,1,"Monday, 3 July 2023","Monday, 3 July 2023"
,LMB11988,Public Holiday,1,"Tuesday, 4 July 2023","Tuesday, 4 July 2023"
,LMB11988,Public Holiday,1,"Wednesday, 5 July 2023","Wednesday, 5 July 2023"
,LMB11988,Public Holiday,1,"Thursday, 7 December 2023","Thursday, 7 December 2023"
,LMB11988,Public Holiday,1,"Friday, 8 December 2023","Friday, 8 December 2023"
,LMB11988,Unpaid,3,"Wednesday, 22 March 2023","Friday, 24 March 2023"
,LMB21988,Annual,1,"Tuesday, 19 March 2024","Tuesday, 19 March 2024"
,LMB21988,Annual,1,"Thursday, 22 February 2024","Thursday, 22 February 2024"
,LMB21988,Annual,1,"Tuesday, 5 March 2024","Tuesday, 5 March 2024"
,LMB21988,Sick,3,"Friday, 9 February 2024","Tuesday, 13 February 2024"
,LMB21988,Sick,4,"Monday, 11 March 2024","Thursday, 14 March 2024"
,LMB21988,Public Holiday,1,"Monday, 26 February 2024","Monday, 26 February 2024"
,LMB21988,Unpaid,1,"Thursday, 15 February 2024","Thursday, 15 February 2024"
,LMB21988,Unpaid,2,"Wednesday, 8 May 2024","Thursday, 9 May 2024"
,LMB21988,Unpaid,3,"Wednesday, 17 April 2024","Friday, 19 April 2024"
,LSG11983,Annual,1,"Monday, 18 July 2022","Monday, 18 July 2022"
,LSG11983,Annual,1,"Friday, 23 December 2022","Friday, 23 December 2022"
,LSG11983,Annual,1,"Monday, 31 October 2022","Monday, 31 October 2022"
,LSG11983,Annual,1,"Tuesday, 3 May 2022","Tuesday, 3 May 2022"
,LSG11983,Annual,1,"Friday, 5 August 2022","Friday, 5 August 2022"
,LSG11983,Annual,1,"Monday, 13 June 2022","Monday, 13 June 2022"
,LSG11983,Annual,1,"Wednesday, 31 August 2022","Wednesday, 31 August 2022"
,LSG11983,Annual,1,"Wednesday, 1 June 2022","Wednesday, 1 June 2022"
,LSG11983,Annual,1,"Friday, 22 July 2022","Friday, 22 July 2022"
,LSG11983,Annual,1,"Wednesday, 28 December 2022","Wednesday, 28 December 2022"
,LSG11983,Annual,1,"Thursday, 14 April 2022","Thursday, 14 April 2022"
,LSG11983,Sick,4,"Tuesday, 26 July 2022","Friday, 29 July 2022"
,LSG11983,Sick,4,"Thursday, 10 February 2022","Tuesday, 15 February 2022"
,LSG11983,Sick,2,"Friday, 1 April 2022","Monday, 4 April 2022"
,LSG11983,Sick,4,"Wednesday, 16 March 2022","Monday, 21 March 2022"
,LSG11983,Public Holiday,1,"Thursday, 17 February 2022","Thursday, 17 February 2022"
,LSG11983,Public Holiday,1,"Monday, 4 July 2022","Monday, 4 July 2022"
,LSG11983,Public Holiday,1,"Tuesday, 5 July 2022","Tuesday, 5 July 2022"
,LSG11983,Public Holiday,1,"Thursday, 1 December 2022","Thursday, 1 December 2022"
,LSG11983,Public Holiday,1,"Friday, 2 December 2022","Friday, 2 December 2022"
,LSG11983,Public Holiday,1,"Monday, 5 December 2022","Monday, 5 December 2022"
,LSG11983,Public Holiday,1,"Tuesday, 6 December 2022","Tuesday, 6 December 2022"
,LSG11983,Public Holiday,1,"Wednesday, 7 December 2022","Wednesday, 7 December 2022"
,LSG11983,Public Holiday,1,"Thursday, 8 December 2022","Thursday, 8 December 2022"
,LSG11983,Public Holiday,1,"Friday, 9 December 2022","Friday, 9 December 2022"
,LSG21983,Annual,1,"Friday, 17 March 2023","Friday, 17 March 2023"
,LSG21983,Annual,1,"Tuesday, 21 February 2023","Tuesday, 21 February 2023"
,LSG21983,Annual,1,"Tuesday, 26 September 2023","Tuesday, 26 September 2023"
,LSG21983,Annual,1,"Wednesday, 23 August 2023","Wednesday, 23 August 2023"
,LSG21983,Annual,1,"Tuesday, 29 August 2023","Tuesday, 29 August 2023"
,LSG21983,Annual,1,"Wednesday, 11 January 2023","Wednesday, 11 January 2023"
,LSG21983,Annual,1,"Wednesday, 19 April 2023","Wednesday, 19 April 2023"
,LSG21983,Annual,1,"Friday, 27 October 2023","Friday, 27 October 2023"
,LSG21983,Annual,1,"Friday, 21 July 2023","Friday, 21 July 2023"
,LSG21983,Annual,1,"Tuesday, 17 January 2023","Tuesday, 17 January 2023"
,LSG21983,Annual,1,"Thursday, 13 April 2023","Thursday, 13 April 2023"
,LSG21983,Annual,1,"Monday, 7 August 2023","Monday, 7 August 2023"
,LSG21983,Sick,2,"Wednesday, 17 May 2023","Thursday, 18 May 2023"
,LSG21983,Public Holiday,1,"Friday, 24 February 2023","Friday, 24 February 2023"
,LSG21983,Public Holiday,1,"Monday, 3 July 2023","Monday, 3 July 2023"
,LSG21983,Public Holiday,1,"Tuesday, 4 July 2023","Tuesday, 4 July 2023"
,LSG21983,Public Holiday,1,"Wednesday, 5 July 2023","Wednesday, 5 July 2023"
,LSG21983,Public Holiday,1,"Friday, 1 December 2023","Friday, 1 December 2023"
,LSG21983,Public Holiday,1,"Monday, 4 December 2023","Monday, 4 December 2023"
,LSG21983,Public Holiday,1,"Tuesday, 5 December 2023","Tuesday, 5 December 2023"
,LSG21983,Public Holiday,1,"Wednesday, 6 December 2023","Wednesday, 6 December 2023"
,LSG21983,Public Holiday,1,"Thursday, 7 December 2023","Thursday, 7 December 2023"
,LSG21983,Public Holiday,1,"Friday, 8 December 2023","Friday, 8 December 2023"
,LSG21983,Unpaid,1,"Friday, 4 August 2023","Friday, 4 August 2023"
,LSG21983,Unpaid,2,"Friday, 3 November 2023","Monday, 6 November 2023"
,LSG21983,Unpaid,2,"Wednesday, 18 October 2023","Thursday, 19 October 2023"
,LSG21983,Unpaid,3,"Wednesday, 13 September 2023","Friday, 15 September 2023"
,LSG21983,Unpaid,2,"Thursday, 12 January 2023","Friday, 13 January 2023"
,LSG31983,Annual,1,"Wednesday, 10 January 2024","Wednesday, 10 January 2024"
,LSG31983,Annual,1,"Wednesday, 15 May 2024","Wednesday, 15 May 2024"
,LSG31983,Annual,1,"Thursday, 16 May 2024","Thursday, 16 May 2024"
,LSG31983,Annual,1,"Monday, 13 May 2024","Monday, 13 May 2024"
,LSG31983,Annual,1,"Thursday, 9 May 2024","Thursday, 9 May 2024"
,LSG31983,Sick,2,"Monday, 1 April 2024","Tuesday, 2 April 2024"
,LSG31983,Sick,3,"Tuesday, 30 January 2024","Thursday, 1 February 2024"
,LSG31983,Sick,2,"Thursday, 7 March 2024","Friday, 8 March 2024"
,LSG31983,Public Holiday,1,"Monday, 26 February 2024","Monday, 26 February 2024"
,LVE11997,Annual,1,"Thursday, 3 August 2023","Thursday, 3 August 2023"
,LVE11997,Annual,1,"Thursday, 2 March 2023","Thursday, 2 March 2023"
,LVE11997,Annual,1,"Tuesday, 12 December 2023","Tuesday, 12 December 2023"
,LVE11997,Annual,1,"Friday, 21 July 2023","Friday, 21 July 2023"
,LVE11997,Annual,1,"Tuesday, 23 May 2023","Tuesday, 23 May 2023"
,LVE11997,Annual,1,"Wednesday, 14 June 2023","Wednesday, 14 June 2023"
,LVE11997,Annual,1,"Friday, 26 May 2023","Friday, 26 May 2023"
,LVE11997,Annual,1,"Friday, 7 April 2023","Friday, 7 April 2023"
,LVE11997,Annual,1,"Monday, 30 January 2023","Monday, 30 January 2023"
,LVE11997,Annual,1,"Friday, 15 December 2023","Friday, 15 December 2023"
,LVE11997,Annual,1,"Wednesday, 8 March 2023","Wednesday, 8 March 2023"
,LVE11997,Annual,1,"Tuesday, 21 March 2023","Tuesday, 21 March 2023"
,LVE11997,Public Holiday,1,"Friday, 24 February 2023","Friday, 24 February 2023"
,LVE11997,Public Holiday,1,"Monday, 3 July 2023","Monday, 3 July 2023"
,LVE11997,Public Holiday,1,"Tuesday, 4 July 2023","Tuesday, 4 July 2023"
,LVE11997,Public Holiday,1,"Wednesday, 5 July 2023","Wednesday, 5 July 2023"
,LVE11997,Public Holiday,1,"Friday, 1 December 2023","Friday, 1 December 2023"
,LVE11997,Public Holiday,1,"Monday, 4 December 2023","Monday, 4 December 2023"
,LVE11997,Public Holiday,1,"Tuesday, 5 December 2023","Tuesday, 5 December 2023"
,LVE11997,Public Holiday,1,"Wednesday, 6 December 2023","Wednesday, 6 December 2023"
,LVE11997,Public Holiday,1,"Thursday, 7 December 2023","Thursday, 7 December 2023"
,LVE11997,Public Holiday,1,"Friday, 8 December 2023","Friday, 8 December 2023"
,LVE11997,Unpaid,2,"Monday, 6 March 2023","Tuesday, 7 March 2023"
,LVE11997,Unpaid,2,"Wednesday, 8 February 2023","Thursday, 9 February 2023"
,LVE21997,Annual,1,"Thursday, 1 February 2024","Thursday, 1 February 2024"
,LVE21997,Annual,1,"Wednesday, 27 March 2024","Wednesday, 27 March 2024"
,LVE21997,Annual,1,"Monday, 15 January 2024","Monday, 15 January 2024"
,LVE21997,Annual,1,"Friday, 17 May 2024","Friday, 17 May 2024"
,LVE21997,Sick,2,"Thursday, 4 April 2024","Friday, 5 April 2024"
,LVE21997,Sick,3,"Thursday, 18 January 2024","Monday, 22 January 2024"
,LVE21997,Public Holiday,1,"Monday, 26 February 2024","Monday, 26 February 2024"
,LVE21997,Unpaid,3,"Tuesday, 19 March 2024","Thursday, 21 March 2024"
,LWG11992,Annual,1,"Tuesday, 5 March 2024","Tuesday, 5 March 2024"
,LWG11992,Annual,1,"Monday, 13 May 2024","Monday, 13 May 2024"
,LWG11992,Annual,1,"Tuesday, 26 March 2024","Tuesday, 26 March 2024"
,LWG11992,Annual,1,"Tuesday, 19 March 2024","Tuesday, 19 March 2024"
,LWG11992,Sick,4,"Tuesday, 21 May 2024","Friday, 24 May 2024"
,LWG11992,Public Holiday,1,"Monday, 26 February 2024","Monday, 26 February 2024"
,LWG11992,Unpaid,1,"Monday, 27 May 2024","Monday, 27 May 2024"
,MAI11994,Annual,1,"Friday, 17 February 2023","Friday, 17 February 2023"
,MAI11994,Annual,1,"Wednesday, 15 November 2023","Wednesday, 15 November 2023"
,MAI11994,Annual,1,"Monday, 8 May 2023","Monday, 8 May 2023"
,MAI11994,Annual,1,"Thursday, 20 July 2023","Thursday, 20 July 2023"
,MAI11994,Annual,1,"Friday, 3 February 2023","Friday, 3 February 2023"
,MAI11994,Annual,1,"Monday, 18 September 2023","Monday, 18 September 2023"
,MAI11994,Annual,1,"Friday, 15 December 2023","Friday, 15 December 2023"
,MAI11994,Annual,1,"Thursday, 19 October 2023","Thursday, 19 October 2023"
,MAI11994,Annual,1,"Thursday, 9 March 2023","Thursday, 9 March 2023"
,MAI11994,Annual,1,"Friday, 11 August 2023","Friday, 11 August 2023"
,MAI11994,Annual,1,"Friday, 3 March 2023","Friday, 3 March 2023"
,MAI11994,Public Holiday,1,"Friday, 24 February 2023","Friday, 24 February 2023"
,MAI11994,Public Holiday,1,"Monday, 3 July 2023","Monday, 3 July 2023"
,MAI11994,Public Holiday,1,"Tuesday, 4 July 2023","Tuesday, 4 July 2023"
,MAI11994,Public Holiday,1,"Wednesday, 5 July 2023","Wednesday, 5 July 2023"
,MAI11994,Public Holiday,1,"Friday, 1 December 2023","Friday, 1 December 2023"
,MAI11994,Public Holiday,1,"Monday, 4 December 2023","Monday, 4 December 2023"
,MAI11994,Public Holiday,1,"Tuesday, 5 December 2023","Tuesday, 5 December 2023"
,MAI11994,Public Holiday,1,"Wednesday, 6 December 2023","Wednesday, 6 December 2023"
,MAI11994,Public Holiday,1,"Thursday, 7 December 2023","Thursday, 7 December 2023"
,MAI11994,Public Holiday,1,"Friday, 8 December 2023","Friday, 8 December 2023"
,MAI21994,Annual,1,"Wednesday, 15 May 2024","Wednesday, 15 May 2024"
,MAI21994,Annual,1,"Wednesday, 20 March 2024","Wednesday, 20 March 2024"
,MAI21994,Annual,1,"Tuesday, 5 March 2024","Tuesday, 5 March 2024"
,MAI21994,Annual,1,"Monday, 1 April 2024","Monday, 1 April 2024"
,MAI21994,Annual,1,"Monday, 25 March 2024","Monday, 25 March 2024"
,MAI21994,Sick,3,"Wednesday, 14 February 2024","Friday, 16 February 2024"
,MAI21994,Sick,2,"Thursday, 22 February 2024","Friday, 23 February 2024"
,MAI21994,Public Holiday,1,"Monday, 26 February 2024","Monday, 26 February 2024"
,MCB11995,Annual,1,"Monday, 1 April 2024","Monday, 1 April 2024"
,MCB11995,Annual,1,"Friday, 16 February 2024","Friday, 16 February 2024"
,MCB11995,Annual,1,"Thursday, 2 May 2024","Thursday, 2 May 2024"
,MCB11995,Annual,1,"Tuesday, 12 March 2024","Tuesday, 12 March 2024"
,MCB11995,Annual,1,"Friday, 1 March 2024","Friday, 1 March 2024"
,MCB11995,Public Holiday,1,"Monday, 26 February 2024","Monday, 26 February 2024"
,MCO11996,Annual,1,"Tuesday, 26 March 2024","Tuesday, 26 March 2024"
,MCO11996,Annual,1,"Thursday, 25 April 2024","Thursday, 25 April 2024"
,MCO11996,Annual,1,"Friday, 24 May 2024","Friday, 24 May 2024"
,MCO11996,Sick,2,"Tuesday, 9 January 2024","Wednesday, 10 January 2024"
,MCO11996,Sick,3,"Wednesday, 1 May 2024","Friday, 3 May 2024"
,MCO11996,Sick,3,"Wednesday, 29 May 2024","Friday, 31 May 2024"
,MCO11996,Public Holiday,1,"Monday, 26 February 2024","Monday, 26 February 2024"
,MCO11996,Unpaid,2,"Friday, 26 April 2024","Monday, 29 April 2024"
,MCS11984,Annual,1,"Tuesday, 12 September 2023","Tuesday, 12 September 2023"
,MCS11984,Annual,1,"Tuesday, 14 February 2023","Tuesday, 14 February 2023"
,MCS11984,Annual,1,"Wednesday, 2 August 2023","Wednesday, 2 August 2023"
,MCS11984,Annual,1,"Wednesday, 11 January 2023","Wednesday, 11 January 2023"
,MCS11984,Annual,1,"Wednesday, 15 March 2023","Wednesday, 15 March 2023"
,MCS11984,Annual,1,"Thursday, 21 September 2023","Thursday, 21 September 2023"
,MCS11984,Annual,1,"Tuesday, 19 December 2023","Tuesday, 19 December 2023"
,MCS11984,Annual,1,"Wednesday, 15 February 2023","Wednesday, 15 February 2023"
,MCS11984,Annual,1,"Monday, 15 May 2023","Monday, 15 May 2023"
,MCS11984,Annual,1,"Wednesday, 19 July 2023","Wednesday, 19 July 2023"
,MCS11984,Annual,1,"Thursday, 13 July 2023","Thursday, 13 July 2023"
,MCS11984,Annual,1,"Tuesday, 21 February 2023","Tuesday, 21 February 2023"
,MCS11984,Sick,5,"Monday, 24 July 2023","Friday, 28 July 2023"
,MCS11984,Sick,3,"Thursday, 26 January 2023","Monday, 30 January 2023"
,MCS11984,Public Holiday,1,"Friday, 24 February 2023","Friday, 24 February 2023"
,MCS11984,Public Holiday,1,"Monday, 3 July 2023","Monday, 3 July 2023"
,MCS11984,Public Holiday,1,"Tuesday, 4 July 2023","Tuesday, 4 July 2023"
,MCS11984,Public Holiday,1,"Monday, 4 December 2023","Monday, 4 December 2023"
,MCS11984,Public Holiday,1,"Tuesday, 5 December 2023","Tuesday, 5 December 2023"
,MCS11984,Public Holiday,1,"Wednesday, 6 December 2023","Wednesday, 6 December 2023"
,MCS11984,Public Holiday,1,"Thursday, 7 December 2023","Thursday, 7 December 2023"
,MCS11984,Public Holiday,1,"Friday, 8 December 2023","Friday, 8 December 2023"
,MCS21984,Annual,1,"Thursday, 18 April 2024","Thursday, 18 April 2024"
,MCS21984,Annual,1,"Thursday, 11 January 2024","Thursday, 11 January 2024"
,MCS21984,Annual,1,"Thursday, 9 May 2024","Thursday, 9 May 2024"
,MCS21984,Annual,1,"Monday, 19 February 2024","Monday, 19 February 2024"
,MCS21984,Annual,1,"Friday, 26 January 2024","Friday, 26 January 2024"
,MCS21984,Sick,5,"Wednesday, 27 March 2024","Tuesday, 2 April 2024"
,MCS21984,Sick,5,"Tuesday, 21 May 2024","Monday, 27 May 2024"
,MCS21984,Public Holiday,1,"Monday, 26 February 2024","Monday, 26 February 2024"
,MCS21984,Unpaid,3,"Tuesday, 23 January 2024","Thursday, 25 January 2024"
,MCS21984,Unpaid,3,"Friday, 2 February 2024","Tuesday, 6 February 2024"
,MDA11995,Annual,1,"Thursday, 5 January 2023","Thursday, 5 January 2023"
,MDA11995,Annual,1,"Tuesday, 11 April 2023","Tuesday, 11 April 2023"
,MDA11995,Annual,1,"Monday, 23 January 2023","Monday, 23 January 2023"
,MDA11995,Annual,1,"Friday, 3 November 2023","Friday, 3 November 2023"
,MDA11995,Annual,1,"Tuesday, 14 March 2023","Tuesday, 14 March 2023"
,MDA11995,Annual,1,"Monday, 13 February 2023","Monday, 13 February 2023"
,MDA11995,Annual,1,"Tuesday, 21 November 2023","Tuesday, 21 November 2023"
,MDA11995,Annual,1,"Friday, 28 April 2023","Friday, 28 April 2023"
,MDA11995,Annual,1,"Thursday, 22 June 2023","Thursday, 22 June 2023"
,MDA11995,Annual,1,"Monday, 8 May 2023","Monday, 8 May 2023"
,MDA11995,Annual,1,"Wednesday, 4 January 2023","Wednesday, 4 January 2023"
,MDA11995,Sick,3,"Wednesday, 13 September 2023","Friday, 15 September 2023"
,MDA11995,Sick,4,"Thursday, 11 May 2023","Tuesday, 16 May 2023"
,MDA11995,Sick,2,"Thursday, 23 November 2023","Friday, 24 November 2023"
,MDA11995,Sick,2,"Monday, 9 October 2023","Tuesday, 10 October 2023"
,MDA11995,Public Holiday,1,"Friday, 1 December 2023","Friday, 1 December 2023"
,MDA11995,Public Holiday,1,"Monday, 4 December 2023","Monday, 4 December 2023"
,MDA11995,Public Holiday,1,"Tuesday, 5 December 2023","Tuesday, 5 December 2023"
,MDA11995,Public Holiday,1,"Wednesday, 6 December 2023","Wednesday, 6 December 2023"
,MDA11995,Public Holiday,1,"Thursday, 7 December 2023","Thursday, 7 December 2023"
,MDA11995,Public Holiday,1,"Friday, 8 December 2023","Friday, 8 December 2023"
,MDA11995,Unpaid,1,"Thursday, 20 July 2023","Thursday, 20 July 2023"
,MDA21995,Annual,1,"Wednesday, 3 April 2024","Wednesday, 3 April 2024"
,MDA21995,Annual,1,"Wednesday, 24 April 2024","Wednesday, 24 April 2024"
,MDA21995,Annual,1,"Wednesday, 17 April 2024","Wednesday, 17 April 2024"
,MDA21995,Annual,1,"Friday, 26 April 2024","Friday, 26 April 2024"
,MDA21995,Sick,5,"Thursday, 25 January 2024","Wednesday, 31 January 2024"
,MDA21995,Sick,5,"Monday, 13 May 2024","Friday, 17 May 2024"
,MDA21995,Public Holiday,1,"Monday, 26 February 2024","Monday, 26 February 2024"
,MHC11986,Annual,1,"Tuesday, 13 June 2023","Tuesday, 13 June 2023"
,MHC11986,Annual,1,"Friday, 14 July 2023","Friday, 14 July 2023"
,MHC11986,Annual,1,"Tuesday, 7 November 2023","Tuesday, 7 November 2023"
,MHC11986,Annual,1,"Tuesday, 31 January 2023","Tuesday, 31 January 2023"
,MHC11986,Annual,1,"Thursday, 26 October 2023","Thursday, 26 October 2023"
,MHC11986,Annual,1,"Thursday, 23 February 2023","Thursday, 23 February 2023"
,MHC11986,Annual,1,"Friday, 17 February 2023","Friday, 17 February 2023"
,MHC11986,Annual,1,"Friday, 28 April 2023","Friday, 28 April 2023"
,MHC11986,Annual,1,"Friday, 31 March 2023","Friday, 31 March 2023"
,MHC11986,Sick,5,"Wednesday, 1 February 2023","Tuesday, 7 February 2023"
,MHC11986,Sick,2,"Monday, 10 April 2023","Tuesday, 11 April 2023"
,MHC11986,Public Holiday,1,"Friday, 24 February 2023","Friday, 24 February 2023"
,MHC11986,Public Holiday,1,"Friday, 1 December 2023","Friday, 1 December 2023"
,MHC11986,Public Holiday,1,"Monday, 4 December 2023","Monday, 4 December 2023"
,MHC11986,Public Holiday,1,"Tuesday, 5 December 2023","Tuesday, 5 December 2023"
,MHC11986,Public Holiday,1,"Wednesday, 6 December 2023","Wednesday, 6 December 2023"
